bet_id,date,report_date,strategy_version,model_version,locked_at_bjt,plan_sha256,row_payload_sha256,match_id,team_a,team_b,kickoff_local,play,market_type,market_line,selection,legs_json,canonical_legs_json,odds_source,odds_source_record_id,odds_captured_at_bjt,locked_odds,odds,raw_probability,calibrated_probability,official_market_probability,conservative_probability,edge,net_ev,full_kelly,kelly_fraction,data_quality_multiplier,volatility_multiplier,performance_multiplier,portfolio_rank,binding_limits,stake,data_quality,volatility_band,status,result_status,result_source,source_record_id,captured_at_bjt,score_scope,settlement_minutes,home_goals,away_goals,settled_at_bjt,return,profit,result_legs_json,clv,evidence_type,candidate_id,candidate_payload_sha256,t90_receipt_path,t90_receipt_sha256,t30_receipt_path,t30_receipt_sha256,live_odds_snapshot_path,live_odds_snapshot_sha256,final_confirmed_at_bjt,expected_value,league_calibrated_probability,league_calibration_samples,market_probability,match,probability,raw_model_probability,reason,stage,value_edge
871e909e41c7a4a3f5f11f80029afdae861175031fcc9d1d73f64bcda3e864ea,2026-07-11,,,,,,,,,,,总进球,,,2球,[],,,,,,3.6,,,,,,,,,,,,,,100,,,命中,,,,,,,,,,0.00,260.0,,,,,,,,,,,,,,0.23167755700259896,0,,挪威 vs 英格兰,0.23167755700259896,0.23167755700259896,总进球模型信心最高：2球，概率23.2%，竞彩网赔率3.6,,
3534532a4d7bff5f0b18399c64521b5fff11804138d38041afc33cb882d1f744,2026-07-11,,,,,,,,,,,胜平负,,,负,[],,,,,,1.4,,,,,,,,,,,,,,100,,,未中,,,,,,,,,,0.00,-100.0,,,,,,,,,,,,,,0.6630892677829613,0,,厄格里特 vs 赫根,0.6630892677829613,0.6630892677829613,胜平负模型信心最高：负，概率66.3%，竞彩网赔率1.4,,
d36683b0b31f6869836f49205e39c1a03e85668a4d325cc4514d246daa9cb09b,2026-07-11,,,,,,,,,,,半全场,,,胜胜,[],,,,,,2.42,,,,,,,,,,,,,,50,,,未中,,,,,,,,,,0.00,-50.0,,,,,,,,,,,,,,0.46990872250761184,0,,阿根廷 vs 瑞士,0.46990872250761184,0.46990872250761184,半全场模型信心最高：胜胜，概率47.0%，竞彩网赔率2.42,,
85fc9d9fa67478095fcd4cb2737821f6e53e1822c51edb281df6833ff9a96047,2026-07-11,,,,,,,,,,,比分4串1,,,阿根廷vs瑞士 2-0 × 厄格里特vs赫根 0-2 × 特罗姆瑟vs瓦勒伦加 2-0 × 挪威vs英格兰 1-1,"[{""date"": ""2026-07-11"", ""team_a"": ""阿根廷"", ""team_b"": ""瑞士"", ""score"": ""2-0"", ""probability"": 0.11252518531946808, ""odds"": 6.5}, {""date"": ""2026-07-11"", ""team_a"": ""厄格里特"", ""team_b"": ""赫根"", ""score"": ""0-2"", ""probability"": 0.10985698878514592, ""odds"": 8.0}, {""date"": ""2026-07-11"", ""team_a"": ""特罗姆瑟"", ""team_b"": ""瓦勒伦加"", ""score"": ""2-0"", ""probability"": 0.10590856237325683, ""odds"": 8.5}, {""date"": ""2026-07-11"", ""team_a"": ""挪威"", ""team_b"": ""英格兰"", ""score"": ""1-1"", ""probability"": 0.10549867933865018, ""odds"": 6.55}]",,,,,,2895.1,,,,,,,,,,,,,,50,,,未中,,,,,,,,,,0.00,-50.0,,,,,,,,,,,,,,0.0001381196672728801,0,,阿根廷 vs 瑞士,0.0001381196672728801,0.0001381196672728801,比分串关按单场比分概率排序选取4场，组合概率0.0%，组合赔率2895.1,,
4ec53b8ec6bb943afe4b22c50db959231e42a393fdea5c5821a5b883c6856b00,2026-07-12,,,,,,,,,,,胜平负3串1,,,仁川联队vsFC安养 胜 × 桑纳菲vs汉坎 胜 × 瓦斯特拉vs代格福什 胜,"[{""date"": ""2026-07-12"", ""team_a"": ""仁川联队"", ""team_b"": ""FC安养"", ""kind"": ""胜平负"", ""selection"": ""胜"", ""probability"": 0.5190196289273526, ""market_probability"": 0.44081174922901084, ""value_edge"": 0.07820787969834181, ""odds"": 2.01}, {""date"": ""2026-07-12"", ""team_a"": ""桑纳菲"", ""team_b"": ""汉坎"", ""kind"": ""胜平负"", ""selection"": ""胜"", ""probability"": 0.5603607945922855, ""market_probability"": 0.4927536231884058, ""value_edge"": 0.06760717140387967, ""odds"": 1.8}, {""date"": ""2026-07-12"", ""team_a"": ""瓦斯特拉"", ""team_b"": ""代格福什"", ""kind"": ""胜平负"", ""selection"": ""胜"", ""probability"": 0.5068318274641817, ""market_probability"": 0.45181816609894004, ""value_edge"": 0.055013661365241606, ""odds"": 1.96}]",,,,,,7.09,,,,,,,,,,,,,,30,,,未结算,,,,,,,,,,0.00,0.0,,,,,,,,,,,,,1.0451091255828684,0.1474060825927882,0,0.0981401407024869,仁川联队 vs FC安养,0.1474060825927882,0.1474060825927882,组合概率14.7%，市场公平概率9.8%，概率优势4.9%；分析参考中国足彩网专业欧赔市场，方案赔率采用中国足彩网，组合赔率7.09,,0.0492659418903013
